"Alue,""Tulotyyppi"",""2017"""
"091 172 Pohjois-Pasila,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 172 Pohjois-Pasila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",.."
"091 172 Pohjois-Pasila,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",.."
"091 172 Pohjois-Pasila,""Kunnallisverotuksessa verotettava tulo € / henkilo"",.."
"091 173 Ita-Pasila,""Asuntokunnat"",2126"
"091 173 Ita-Pasila,""Henkilot"",3833"
"091 173 Ita-Pasila,""Valtionveronalaiset tulot yhteensa 100 €"",869709"
"091 173 Ita-Pasila,""Valtionveronalaiset tulot € / asuntokunta"",40908"
"091 173 Ita-Pasila,""Valtionveronalaiset tulot € / henkilo"",22690"
"091 173 Ita-Pasila,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",838671"
"091 173 Ita-Pasila,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",39448"
"091 173 Ita-Pasila,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",21880"
"091 173 Ita-Pasila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",658365"
"091 173 Ita-Pasila,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",30967"
"091 173 Ita-Pasila,""Kunnallisverotuksessa verotettava tulo € / henkilo"",17176"
"091 174 Keski-Pasila,""Asuntokunnat"",.."
"091 174 Keski-Pasila,""Henkilot"",.."
"091 174 Keski-Pasila,""Valtionveronalaiset tulot yhteensa 100 €"",.."
"091 174 Keski-Pasila,""Valtionveronalaiset tulot € / asuntokunta"",.."
"091 174 Keski-Pasila,""Valtionveronalaiset tulot € / henkilo"",.."
"091 174 Keski-Pasila,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 174 Keski-Pasila,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 174 Keski-Pasila,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 174 Keski-Pasila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",.."
"091 174 Keski-Pasila,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",.."
"091 174 Keski-Pasila,""Kunnallisverotuksessa verotettava tulo € / henkilo"",.."
"091 305 Vanhankaupungin peruspiiri,""Asuntokunnat"",12802"
"091 305 Vanhankaupungin peruspiiri,""Henkilot"",24649"
"091 305 Vanhankaupungin peruspiiri,""Valtionveronalaiset tulot yhteensa 100 €"",6803753"
"091 305 Vanhankaupungin peruspiiri,""Valtionveronalaiset tulot € / asuntokunta"",53146"
"091 305 Vanhankaupungin peruspiiri,""Valtionveronalaiset tulot € / henkilo"",27603"
"091 305 Vanhankaupungin peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",6445745"
"091 305 Vanhankaupungin peruspiiri,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50350"
"091 305 Vanhankaupungin peruspiiri,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26150"
"091 305 Vanhankaupungin peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",5258361"
"091 305 Vanhankaupungin peruspiiri,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",41075"
"091 305 Vanhankaupungin peruspiiri,""Kunnallisverotuksessa verotettava tulo € / henkilo"",21333"
"091 231 Toukola,""Asuntokunnat"",826"
"091 231 Toukola,""Henkilot"",1472"
"091 231 Toukola,""Valtionveronalaiset tulot yhteensa 100 €"",401592"
"091 231 Toukola,""Valtionveronalaiset tulot € / asuntokunta"",48619"
"091 231 Toukola,""Valtionveronalaiset tulot € / henkilo"",27282"
"091 231 Toukola,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",384572"
"091 231 Toukola,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",46558"
"091 231 Toukola,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26126"
"091 231 Toukola,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",310011"
"091 231 Toukola,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",37532"
"091 231 Toukola,""Kunnallisverotuksessa verotettava tulo € / henkilo"",21061"
"091 232 Arabianranta,""Asuntokunnat"",3637"
"091 232 Arabianranta,""Henkilot"",7482"
"091 232 Arabianranta,""Valtionveronalaiset tulot yhteensa 100 €"",2295648"
"091 232 Arabianranta,""Valtionveronalaiset tulot € / asuntokunta"",63119"
"091 232 Arabianranta,""Valtionveronalaiset tulot € / henkilo"",30682"
"091 232 Arabianranta,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2173510"
"091 232 Arabianranta,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",59761"
"091 232 Arabianranta,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",29050"
"091 232 Arabianranta,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",1813542"
"091 232 Arabianranta,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",49864"
"091 232 Arabianranta,""Kunnallisverotuksessa verotettava tulo € / henkilo"",24239"
"091 240 Kumpula,""Asuntokunnat"",2051"
"091 240 Kumpula,""Henkilot"",3932"
"091 240 Kumpula,""Valtionveronalaiset tulot yhteensa 100 €"",903759"
"091 240 Kumpula,""Valtionveronalaiset tulot € / asuntokunta"",44064"
"091 240 Kumpula,""Valtionveronalaiset tulot € / henkilo"",22985"
"091 240 Kumpula,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",855085"
"091 240 Kumpula,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",41691"
"091 240 Kumpula,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",21747"
"091 240 Kumpula,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",665005"
"091 240 Kumpula,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",32423"
"091 240 Kumpula,""Kunnallisverotuksessa verotettava tulo € / henkilo"",16913"
"091 250 Kapyla,""Asuntokunnat"",4235"
"091 250 Kapyla,""Henkilot"",7803"
"091 250 Kapyla,""Valtionveronalaiset tulot yhteensa 100 €"",2328106"
"091 250 Kapyla,""Valtionveronalaiset tulot € / asuntokunta"",54973"
"091 250 Kapyla,""Valtionveronalaiset tulot € / henkilo"",29836"
"091 250 Kapyla,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2191092"
"091 250 Kapyla,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",51738"
"091 250 Kapyla,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",28080"
"091 250 Kapyla,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",1812694"
"091 250 Kapyla,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",42803"
"091 250 Kapyla,""Kunnallisverotuksessa verotettava tulo € / henkilo"",23231"
"091 260 Koskela,""Asuntokunnat"",1647"
"091 260 Koskela,""Henkilot"",3151"
"091 260 Koskela,""Valtionveronalaiset tulot yhteensa 100 €"",668746"
"091 260 Koskela,""Valtionveronalaiset tulot € / asuntokunta"",40604"
"091 260 Koskela,""Valtionveronalaiset tulot € / henkilo"",21223"
"091 260 Koskela,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",639648"
"091 260 Koskela,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",38837"
"091 260 Koskela,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",20300"
"091 260 Koskela,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",493664"
"091 260 Koskela,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",29974"
"091 260 Koskela,""Kunnallisverotuksessa verotettava tulo € / henkilo"",15667"
"091 270 Vanhakaupunki,""Asuntokunnat"",406"
"091 270 Vanhakaupunki,""Henkilot"",809"
"091 270 Vanhakaupunki,""Valtionveronalaiset tulot yhteensa 100 €"",205901"
"091 270 Vanhakaupunki,""Valtionveronalaiset tulot € / asuntokunta"",50715"
"091 270 Vanhakaupunki,""Valtionveronalaiset tulot € / henkilo"",25451"
"091 270 Vanhakaupunki,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",201838"
"091 270 Vanhakaupunki,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",49714"
"091 270 Vanhakaupunki,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24949"
"091 270 Vanhakaupunki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",163446"
"091 270 Vanhakaupunki,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",40258"
"091 270 Vanhakaupunki,""Kunnallisverotuksessa verotettava tulo € / henkilo"",20203"
"091 401 Maunulan peruspiiri,""Asuntokunnat"",5033"
"091 401 Maunulan peruspiiri,""Henkilot"",9016"
"091 401 Maunulan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 €"",2284183"
"091 401 Maunulan peruspiiri,""Valtionveronalaiset tulot € / asuntokunta"",45384"
"091 401 Maunulan peruspiiri,""Valtionveronalaiset tulot € / henkilo"",25335"
"091 401 Maunulan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2180095"
"091 401 Maunulan peruspiiri,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",43316"
"091 401 Maunulan peruspiiri,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24180"
"091 401 Maunulan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",1747740"
"091 401 Maunulan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",34726"
"091 401 Maunulan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / henkilo"",19385"
"091 281 Pirkkola,""Asuntokunnat"",202"
"091 281 Pirkkola,""Henkilot"",485"
"091 281 Pirkkola,""Valtionveronalaiset tulot yhteensa 100 €"",168743"
"091 281 Pirkkola,""Valtionveronalaiset tulot € / asuntokunta"",83536"
"091 281 Pirkkola,""Valtionveronalaiset tulot € / henkilo"",34792"
"091 281 Pirkkola,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",160878"
"091 281 Pirkkola,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",79642"
"091 281 Pirkkola,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",33171"
"091 281 Pirkkola,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",139837"
"091 281 Pirkkola,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",69226"
"091 281 Pirkkola,""Kunnallisverotuksessa verotettava tulo € / henkilo"",28832"
"091 282 Maunula,""Asuntokunnat"",4362"
"091 282 Maunula,""Henkilot"",7461"
"091 282 Maunula,""Valtionveronalaiset tulot yhteensa 100 €"",1732975"
"091 282 Maunula,""Valtionveronalaiset tulot € / asuntokunta"",39729"
"091 282 Maunula,""Valtionveronalaiset tulot € / henkilo"",23227"
"091 282 Maunula,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",1670167"
"091 282 Maunula,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",38289"
"091 282 Maunula,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22385"
"091 282 Maunula,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",1311809"
"091 282 Maunula,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",30074"
"091 282 Maunula,""Kunnallisverotuksessa verotettava tulo € / henkilo"",17582"
"091 283 Metsala,""Asuntokunnat"",468"
"091 283 Metsala,""Henkilot"",1069"
"091 283 Metsala,""Valtionveronalaiset tulot yhteensa 100 €"",382204"
"091 283 Metsala,""Valtionveronalaiset tulot € / asuntokunta"",81668"
"091 283 Metsala,""Valtionveronalaiset tulot € / henkilo"",35753"
"091 283 Metsala,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",348790"
"091 283 Metsala,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",74528"
"091 283 Metsala,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",32628"
"091 283 Metsala,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",295904"
"091 283 Metsala,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",63227"
"091 283 Metsala,""Kunnallisverotuksessa verotettava tulo € / henkilo"",27680"
"091 286 Maunulanpuisto,""Asuntokunnat"",.."
"091 286 Maunulanpuisto,""Henkilot"",.."
"091 286 Maunulanpuisto,""Valtionveronalaiset tulot yhteensa 100 €"",.."
"091 286 Maunulanpuisto,""Valtionveronalaiset tulot € / asuntokunta"",.."
"091 286 Maunulanpuisto,""Valtionveronalaiset tulot € / henkilo"",.."
"091 286 Maunulanpuisto,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 286 Maunulanpuisto,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 286 Maunulanpuisto,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 286 Maunulanpuisto,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",.."
"091 286 Maunulanpuisto,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",.."
"091 286 Maunulanpuisto,""Kunnallisverotuksessa verotettava tulo € / henkilo"",.."
"091 402 Lansi-Pakilan peruspiiri,""Asuntokunnat"",2779"
"091 402 Lansi-Pakilan peruspiiri,""Henkilot"",6990"
"091 402 Lansi-Pakilan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 €"",2839679"
"091 402 Lansi-Pakilan peruspiiri,""Valtionveronalaiset tulot € / asuntokunta"",102183"
"091 402 Lansi-Pakilan peruspiiri,""Valtionveronalaiset tulot € / henkilo"",40625"
"091 402 Lansi-Pakilan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2493740"
"091 402 Lansi-Pakilan peruspiiri,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",89735"
"091 402 Lansi-Pakilan peruspiiri,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",35676"
"091 402 Lansi-Pakilan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",2175597"
"091 402 Lansi-Pakilan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",78287"
"091 402 Lansi-Pakilan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / henkilo"",31124"
"091 341 Lansi-Pakila,""Asuntokunnat"",2779"
"091 341 Lansi-Pakila,""Henkilot"",6990"
"091 341 Lansi-Pakila,""Valtionveronalaiset tulot yhteensa 100 €"",2839679"
"091 341 Lansi-Pakila,""Valtionveronalaiset tulot € / asuntokunta"",102183"
"091 341 Lansi-Pakila,""Valtionveronalaiset tulot € / henkilo"",40625"
"091 341 Lansi-Pakila,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2493740"
"091 341 Lansi-Pakila,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",89735"
"091 341 Lansi-Pakila,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",35676"
"091 341 Lansi-Pakila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",2175597"
"091 341 Lansi-Pakila,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",78287"
"091 341 Lansi-Pakila,""Kunnallisverotuksessa verotettava tulo € / henkilo"",31124"
"091 403 Tuomarinkylan peruspiiri,""Asuntokunnat"",3286"
"091 403 Tuomarinkylan peruspiiri,""Henkilot"",8658"
"091 403 Tuomarinkylan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 €"",3202040"
"091 403 Tuomarinkylan peruspiiri,""Valtionveronalaiset tulot € / asuntokunta"",97445"
"091 403 Tuomarinkylan peruspiiri,""Valtionveronalaiset tulot € / henkilo"",36984"
"091 403 Tuomarinkylan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2938041"
"091 403 Tuomarinkylan peruspiiri,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",89411"
"091 403 Tuomarinkylan peruspiiri,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",33934"
"091 403 Tuomarinkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",2546830"
"091 403 Tuomarinkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",77505"
"091 403 Tuomarinkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / henkilo"",29416"
"091 351 Paloheina,""Asuntokunnat"",2221"
"091 351 Paloheina,""Henkilot"",5920"
"091 351 Paloheina,""Valtionveronalaiset tulot yhteensa 100 €"",2382977"
"091 351 Paloheina,""Valtionveronalaiset tulot € / asuntokunta"",107293"
"091 351 Paloheina,""Valtionveronalaiset tulot € / henkilo"",40253"
"091 351 Paloheina,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2156882"
"091 351 Paloheina,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",97113"
"091 351 Paloheina,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",36434"
"091 351 Paloheina,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",1885835"
"091 351 Paloheina,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",84909"
"091 351 Paloheina,""Kunnallisverotuksessa verotettava tulo € / henkilo"",31855"
"091 352 Torpparinmaki,""Asuntokunnat"",1058"
"091 352 Torpparinmaki,""Henkilot"",2728"
"091 352 Torpparinmaki,""Valtionveronalaiset tulot yhteensa 100 €"",816191"
"091 352 Torpparinmaki,""Valtionveronalaiset tulot € / asuntokunta"",77145"
"091 352 Torpparinmaki,""Valtionveronalaiset tulot € / henkilo"",29919"
"091 352 Torpparinmaki,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",778290"
"091 352 Torpparinmaki,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",73562"
"091 352 Torpparinmaki,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",28530"
"091 352 Torpparinmaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",658853"
"091 352 Torpparinmaki,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",62273"
"091 352 Torpparinmaki,""Kunnallisverotuksessa verotettava tulo € / henkilo"",24152"
"091 354 Haltiala,""Asuntokunnat"",.."
"091 354 Haltiala,""Henkilot"",.."
"091 354 Haltiala,""Valtionveronalaiset tulot yhteensa 100 €"",.."
"091 354 Haltiala,""Valtionveronalaiset tulot € / asuntokunta"",.."
"091 354 Haltiala,""Valtionveronalaiset tulot € / henkilo"",.."
"091 354 Haltiala,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 354 Haltiala,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 354 Haltiala,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 354 Haltiala,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",.."
"091 354 Haltiala,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",.."
"091 354 Haltiala,""Kunnallisverotuksessa verotettava tulo € / henkilo"",.."
"091 404 Oulunkylan peruspiiri,""Asuntokunnat"",7362"
"091 404 Oulunkylan peruspiiri,""Henkilot"",14426"
"091 404 Oulunkylan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 €"",4280331"
"091 404 Oulunkylan peruspiiri,""Valtionveronalaiset tulot € / asuntokunta"",58141"
"091 404 Oulunkylan peruspiiri,""Valtionveronalaiset tulot € / henkilo"",29671"
"091 404 Oulunkylan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",4017181"
"091 404 Oulunkylan peruspiiri,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",54566"
"091 404 Oulunkylan peruspiiri,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",27847"
"091 404 Oulunkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",3338981"
"091 404 Oulunkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",45354"
"091 404 Oulunkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / henkilo"",23146"
"091 284 Patola,""Asuntokunnat"",5368"
"091 284 Patola,""Henkilot"",10159"
"091 284 Patola,""Valtionveronalaiset tulot yhteensa 100 €"",3030078"
"091 284 Patola,""Valtionveronalaiset tulot € / asuntokunta"",56447"
"091 284 Patola,""Valtionveronalaiset tulot € / henkilo"",29827"
"091 284 Patola,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",2855588"
"091 284 Patola,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",53197"
"091 284 Patola,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",28109"
"091 284 Patola,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",2366065"
"091 284 Patola,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",44077"
"091 284 Patola,""Kunnallisverotuksessa verotettava tulo € / henkilo"",23290"
"091 285 Verajamaki,""Asuntokunnat"",1337"
"091 285 Verajamaki,""Henkilot"",2908"
"091 285 Verajamaki,""Valtionveronalaiset tulot yhteensa 100 €"",975165"
"091 285 Verajamaki,""Valtionveronalaiset tulot € / asuntokunta"",72937"
"091 285 Verajamaki,""Valtionveronalaiset tulot € / henkilo"",33534"
"091 285 Verajamaki,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",892521"
"091 285 Verajamaki,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",66755"
"091 285 Verajamaki,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",30692"
"091 285 Verajamaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",760877"
"091 285 Verajamaki,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",56909"
"091 285 Verajamaki,""Kunnallisverotuksessa verotettava tulo € / henkilo"",26165"
"091 287 Verajalaakso,""Asuntokunnat"",657"
"091 287 Verajalaakso,""Henkilot"",1359"
"091 287 Verajalaakso,""Valtionveronalaiset tulot yhteensa 100 €"",275089"
"091 287 Verajalaakso,""Valtionveronalaiset tulot € / asuntokunta"",41870"
"091 287 Verajalaakso,""Valtionveronalaiset tulot € / henkilo"",20242"
"091 287 Verajalaakso,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",269072"
"091 287 Verajalaakso,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",40955"
"091 287 Verajalaakso,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",19799"
"091 287 Verajalaakso,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",212039"
"091 287 Verajalaakso,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",32274"
"091 287 Verajalaakso,""Kunnallisverotuksessa verotettava tulo € / henkilo"",15603"
"091 405 Ita-Pakilan peruspiiri,""Asuntokunnat"",1404"
"091 405 Ita-Pakilan peruspiiri,""Henkilot"",3598"
"091 405 Ita-Pakilan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 €"",1277914"
"091 405 Ita-Pakilan peruspiiri,""Valtionveronalaiset tulot € / asuntokunta"",91020"
"091 405 Ita-Pakilan peruspiiri,""Valtionveronalaiset tulot € / henkilo"",35517"
"091 405 Ita-Pakilan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",1183780"
"091 405 Ita-Pakilan peruspiiri,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",84315"
"091 405 Ita-Pakilan peruspiiri,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",32901"
"091 405 Ita-Pakilan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",1019560"
"091 405 Ita-Pakilan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",72618"
"091 405 Ita-Pakilan peruspiiri,""Kunnallisverotuksessa verotettava tulo € / henkilo"",28337"
"091 342 Ita-Pakila,""Asuntokunnat"",1312"
"091 342 Ita-Pakila,""Henkilot"",3312"
"091 342 Ita-Pakila,""Valtionveronalaiset tulot yhteensa 100 €"",1210127"
"091 342 Ita-Pakila,""Valtionveronalaiset tulot € / asuntokunta"",92235"
"091 342 Ita-Pakila,""Valtionveronalaiset tulot € / henkilo"",36538"
"091 342 Ita-Pakila,""Ansiotulot valtionverotuksessa yhteensa 100 € (Kunnallisveronalaiset tulot v.1993-95)"",1118731"
"091 342 Ita-Pakila,""Ansiotulot valtionverotuksessa € / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",85269"
"091 342 Ita-Pakila,""Ansiotulot valtionverotuksessa € / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",33778"
"091 342 Ita-Pakila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 €"",966512"
"091 342 Ita-Pakila,""Kunnallisverotuksessa verotettava tulo € / asuntokunta"",73667"
"091 342 Ita-Pakila,""Kunnallisverotuksessa verotettava tulo € / henkilo"",29182"
"091 353 Tuomarinkartano,""Asuntokunnat"",.."
"091 353 Tuomarinkartano,""Henkilot"",.."
