"Alue,""Paaasiallinen toiminta"",""Sukupuoli"",""Vaesto yhteensa 2021"",""15-64-vuotiaat yhteensa 2021"",""0-14-vuotiaat 2021"",""15-29-vuotiaat 2021"",""30-44-vuotiaat 2021"",""45-59-vuotiaat 2021"",""Yli 60-vuotiaat 2021"""
"091 440 Tammisalo,""Koko vaesto"",""Naiset"",1195,675,213,121,248,247,366"
"091 440 Tammisalo,""Tyovoima"",""Yhteensa"",1083,1063,0,88,404,456,135"
"091 440 Tammisalo,""Tyovoima"",""Miehet"",523,513,0,41,184,223,-1"
"091 440 Tammisalo,""Tyovoima"",""Naiset"",560,550,0,47,220,233,-1"
"091 440 Tammisalo,""Tyolliset"",""Yhteensa"",1028,1008,0,84,391,431,122"
"091 440 Tammisalo,""Tyolliset"",""Miehet"",494,484,0,38,178,210,-1"
"091 440 Tammisalo,""Tyolliset"",""Naiset"",534,524,0,46,213,221,-1"
"091 440 Tammisalo,""Tyottomat"",""Yhteensa"",55,55,0,-1,13,25,13"
"091 440 Tammisalo,""Tyottomat"",""Miehet"",29,-1,0,-1,-1,-1,-1"
"091 440 Tammisalo,""Tyottomat"",""Naiset"",26,-1,0,-1,-1,-1,-1"
"091 440 Tammisalo,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1224,247,448,152,38,36,550"
"091 440 Tammisalo,""Tyovoiman ulkopuolella olevat"",""Miehet"",589,-1,235,78,-1,-1,244"
"091 440 Tammisalo,""Tyovoiman ulkopuolella olevat"",""Naiset"",635,-1,213,74,-1,-1,306"
"091 440 Tammisalo,""0-14-vuotiaat"",""Yhteensa"",448,0,448,0,0,0,0"
"091 440 Tammisalo,""0-14-vuotiaat"",""Miehet"",235,0,235,0,0,0,0"
"091 440 Tammisalo,""0-14-vuotiaat"",""Naiset"",213,0,213,0,0,0,0"
"091 440 Tammisalo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",156,-1,0,-1,21,-1,-1"
"091 440 Tammisalo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,0,-1"
"091 440 Tammisalo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",83,-1,0,-1,-1,-1,0"
"091 440 Tammisalo,""Elakelaiset ja muut"",""Yhteensa"",620,91,0,20,17,34,549"
"091 440 Tammisalo,""Elakelaiset ja muut"",""Miehet"",281,-1,0,-1,-1,-1,-1"
"091 440 Tammisalo,""Elakelaiset ja muut"",""Naiset"",339,-1,0,-1,-1,-1,-1"
"091 603 Laajasalon peruspiiri,""Koko vaesto"",""Yhteensa"",22153,14131,3867,3494,5126,4279,5387"
"091 603 Laajasalon peruspiiri,""Koko vaesto"",""Miehet"",10294,6666,1966,1666,2424,1981,2257"
"091 603 Laajasalon peruspiiri,""Koko vaesto"",""Naiset"",11859,7465,1901,1828,2702,2298,3130"
"091 603 Laajasalon peruspiiri,""Tyovoima"",""Yhteensa"",11478,11311,0,1935,4536,3907,1100"
"091 603 Laajasalon peruspiiri,""Tyovoima"",""Miehet"",5421,5355,0,882,2216,1812,511"
"091 603 Laajasalon peruspiiri,""Tyovoima"",""Naiset"",6057,5956,0,1053,2320,2095,589"
"091 603 Laajasalon peruspiiri,""Tyolliset"",""Yhteensa"",10317,10150,0,1722,4115,3540,940"
"091 603 Laajasalon peruspiiri,""Tyolliset"",""Miehet"",4829,4763,0,775,1992,1630,432"
"091 603 Laajasalon peruspiiri,""Tyolliset"",""Naiset"",5488,5387,0,947,2123,1910,508"
"091 603 Laajasalon peruspiiri,""Tyottomat"",""Yhteensa"",1161,1161,0,213,421,367,160"
"091 603 Laajasalon peruspiiri,""Tyottomat"",""Miehet"",592,592,0,107,224,182,79"
"091 603 Laajasalon peruspiiri,""Tyottomat"",""Naiset"",569,569,0,106,197,185,81"
"091 603 Laajasalon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",10675,2820,3867,1559,590,372,4287"
"091 603 Laajasalon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",4873,1311,1966,784,208,169,1746"
"091 603 Laajasalon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",5802,1509,1901,775,382,203,2541"
"091 603 Laajasalon peruspiiri,""0-14-vuotiaat"",""Yhteensa"",3867,0,3867,0,0,0,0"
"091 603 Laajasalon peruspiiri,""0-14-vuotiaat"",""Miehet"",1966,0,1966,0,0,0,0"
"091 603 Laajasalon peruspiiri,""0-14-vuotiaat"",""Naiset"",1901,0,1901,0,0,0,0"
"091 603 Laajasalon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",1599,1593,0,1303,232,52,12"
"091 603 Laajasalon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",764,-1,0,659,79,19,-1"
"091 603 Laajasalon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",835,-1,0,-1,153,33,-1"
"091 603 Laajasalon peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",5209,1227,0,256,358,320,4275"
"091 603 Laajasalon peruspiiri,""Elakelaiset ja muut"",""Miehet"",2143,-1,0,-1,129,150,-1"
"091 603 Laajasalon peruspiiri,""Elakelaiset ja muut"",""Naiset"",3066,-1,0,-1,229,170,-1"
"091 480 Vartiosaari,""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Elakelaiset ja muut"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Elakelaiset ja muut"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 480 Vartiosaari,""Elakelaiset ja muut"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 491 Yliskyla,""Koko vaesto"",""Yhteensa"",13412,8230,2172,2053,3101,2387,3699"
"091 491 Yliskyla,""Koko vaesto"",""Miehet"",6080,3854,1065,972,1465,1109,1469"
"091 491 Yliskyla,""Koko vaesto"",""Naiset"",7332,4376,1107,1081,1636,1278,2230"
"091 491 Yliskyla,""Tyovoima"",""Yhteensa"",6657,6551,0,1153,2728,2169,607"
"091 491 Yliskyla,""Tyovoima"",""Miehet"",3124,3082,0,529,1332,1008,255"
"091 491 Yliskyla,""Tyovoima"",""Naiset"",3533,3469,0,624,1396,1161,352"
"091 491 Yliskyla,""Tyolliset"",""Yhteensa"",5912,5806,0,1023,2452,1928,509"
"091 491 Yliskyla,""Tyolliset"",""Miehet"",2746,2704,0,456,1187,891,212"
"091 491 Yliskyla,""Tyolliset"",""Naiset"",3166,3102,0,567,1265,1037,297"
"091 491 Yliskyla,""Tyottomat"",""Yhteensa"",745,745,0,130,276,241,98"
"091 491 Yliskyla,""Tyottomat"",""Miehet"",378,-1,0,-1,145,117,43"
"091 491 Yliskyla,""Tyottomat"",""Naiset"",367,-1,0,-1,131,124,55"
"091 491 Yliskyla,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",6755,1679,2172,900,373,218,3092"
"091 491 Yliskyla,""Tyovoiman ulkopuolella olevat"",""Miehet"",2956,772,1065,443,133,101,1214"
"091 491 Yliskyla,""Tyovoiman ulkopuolella olevat"",""Naiset"",3799,907,1107,457,240,117,1878"
"091 491 Yliskyla,""0-14-vuotiaat"",""Yhteensa"",2172,0,2172,0,0,0,0"
"091 491 Yliskyla,""0-14-vuotiaat"",""Miehet"",1065,0,1065,0,0,0,0"
"091 491 Yliskyla,""0-14-vuotiaat"",""Naiset"",1107,0,1107,0,0,0,0"
"091 491 Yliskyla,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",939,935,0,752,151,30,-1"
"091 491 Yliskyla,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",444,-1,0,-1,55,-1,-1"
"091 491 Yliskyla,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",495,-1,0,-1,96,-1,-1"
"091 491 Yliskyla,""Elakelaiset ja muut"",""Yhteensa"",3644,744,0,148,222,188,3086"
"091 491 Yliskyla,""Elakelaiset ja muut"",""Miehet"",1447,-1,0,-1,78,89,-1"
"091 491 Yliskyla,""Elakelaiset ja muut"",""Naiset"",2197,-1,0,-1,144,99,-1"
"091 492 Jollas,""Koko vaesto"",""Yhteensa"",2930,1853,603,373,498,776,680"
"091 492 Jollas,""Koko vaesto"",""Miehet"",1467,922,321,205,223,378,340"
"091 492 Jollas,""Koko vaesto"",""Naiset"",1463,931,282,168,275,398,340"
"091 492 Jollas,""Tyovoima"",""Yhteensa"",1464,1441,0,117,436,721,190"
"091 492 Jollas,""Tyovoima"",""Miehet"",715,704,0,58,198,350,-1"
"091 492 Jollas,""Tyovoima"",""Naiset"",749,737,0,59,238,371,81"
"091 492 Jollas,""Tyolliset"",""Yhteensa"",1346,1323,0,97,402,676,171"
"091 492 Jollas,""Tyolliset"",""Miehet"",653,642,0,49,180,326,-1"
"091 492 Jollas,""Tyolliset"",""Naiset"",693,681,0,48,222,350,73"
"091 492 Jollas,""Tyottomat"",""Yhteensa"",118,118,0,20,34,45,19"
"091 492 Jollas,""Tyottomat"",""Miehet"",62,-1,0,-1,18,24,11"
"091 492 Jollas,""Tyottomat"",""Naiset"",56,-1,0,-1,16,21,-1"
"091 492 Jollas,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1466,412,603,256,62,55,490"
"091 492 Jollas,""Tyovoiman ulkopuolella olevat"",""Miehet"",752,-1,321,147,25,-1,231"
"091 492 Jollas,""Tyovoiman ulkopuolella olevat"",""Naiset"",714,-1,282,109,37,-1,259"
"091 492 Jollas,""0-14-vuotiaat"",""Yhteensa"",603,0,603,0,0,0,0"
"091 492 Jollas,""0-14-vuotiaat"",""Miehet"",321,0,321,0,0,0,0"
"091 492 Jollas,""0-14-vuotiaat"",""Naiset"",282,0,282,0,0,0,0"
"091 492 Jollas,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",254,-1,0,-1,22,-1,-1"
"091 492 Jollas,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 492 Jollas,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",115,-1,0,96,-1,-1,-1"
"091 492 Jollas,""Elakelaiset ja muut"",""Yhteensa"",609,159,0,31,40,50,488"
"091 492 Jollas,""Elakelaiset ja muut"",""Miehet"",292,-1,0,-1,-1,-1,230"
"091 492 Jollas,""Elakelaiset ja muut"",""Naiset"",317,-1,0,-1,-1,-1,-1"
"091 493 Tullisaari,""Koko vaesto"",""Yhteensa"",1421,1033,213,286,392,281,249"
"091 493 Tullisaari,""Koko vaesto"",""Miehet"",635,450,118,125,191,103,98"
"091 493 Tullisaari,""Koko vaesto"",""Naiset"",786,583,95,161,201,178,151"
"091 493 Tullisaari,""Tyovoima"",""Yhteensa"",850,842,0,187,347,245,71"
"091 493 Tullisaari,""Tyovoima"",""Miehet"",379,-1,0,-1,175,93,-1"
"091 493 Tullisaari,""Tyovoima"",""Naiset"",471,-1,0,-1,172,152,-1"
"091 493 Tullisaari,""Tyolliset"",""Yhteensa"",755,747,0,163,317,217,58"
"091 493 Tullisaari,""Tyolliset"",""Miehet"",333,-1,0,-1,159,80,-1"
"091 493 Tullisaari,""Tyolliset"",""Naiset"",422,-1,0,-1,158,137,-1"
"091 493 Tullisaari,""Tyottomat"",""Yhteensa"",95,95,0,24,30,28,13"
"091 493 Tullisaari,""Tyottomat"",""Miehet"",46,-1,0,-1,-1,-1,-1"
"091 493 Tullisaari,""Tyottomat"",""Naiset"",49,-1,0,-1,-1,-1,-1"
"091 493 Tullisaari,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",571,191,213,99,45,36,178"
"091 493 Tullisaari,""Tyovoiman ulkopuolella olevat"",""Miehet"",256,-1,118,44,16,-1,68"
"091 493 Tullisaari,""Tyovoiman ulkopuolella olevat"",""Naiset"",315,-1,95,55,-1,-1,110"
"091 493 Tullisaari,""0-14-vuotiaat"",""Yhteensa"",213,0,213,0,0,0,0"
"091 493 Tullisaari,""0-14-vuotiaat"",""Miehet"",118,0,118,0,0,0,0"
"091 493 Tullisaari,""0-14-vuotiaat"",""Naiset"",95,0,95,0,0,0,0"
"091 493 Tullisaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",111,-1,0,-1,22,10,-1"
"091 493 Tullisaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 493 Tullisaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",64,-1,0,41,-1,-1,-1"
"091 493 Tullisaari,""Elakelaiset ja muut"",""Yhteensa"",247,81,0,22,23,26,176"
"091 493 Tullisaari,""Elakelaiset ja muut"",""Miehet"",91,-1,0,-1,-1,-1,-1"
"091 493 Tullisaari,""Elakelaiset ja muut"",""Naiset"",156,-1,0,-1,-1,-1,109"
"091 494 Kruunuvuorenranta,""Koko vaesto"",""Yhteensa"",2587,1806,519,471,750,438,409"
"091 494 Kruunuvuorenranta,""Koko vaesto"",""Miehet"",1206,831,265,212,353,194,182"
"091 494 Kruunuvuorenranta,""Koko vaesto"",""Naiset"",1381,975,254,259,397,244,227"
"091 494 Kruunuvuorenranta,""Tyovoima"",""Yhteensa"",1495,1480,0,307,668,398,122"
"091 494 Kruunuvuorenranta,""Tyovoima"",""Miehet"",684,678,0,125,327,175,57"
"091 494 Kruunuvuorenranta,""Tyovoima"",""Naiset"",811,802,0,182,341,223,-1"
"091 494 Kruunuvuorenranta,""Tyolliset"",""Yhteensa"",1363,1348,0,282,609,367,105"
"091 494 Kruunuvuorenranta,""Tyolliset"",""Miehet"",617,611,0,116,293,160,48"
"091 494 Kruunuvuorenranta,""Tyolliset"",""Naiset"",746,737,0,166,316,207,-1"
"091 494 Kruunuvuorenranta,""Tyottomat"",""Yhteensa"",132,132,0,25,59,31,17"
"091 494 Kruunuvuorenranta,""Tyottomat"",""Miehet"",67,-1,0,-1,34,-1,-1"
"091 494 Kruunuvuorenranta,""Tyottomat"",""Naiset"",65,-1,0,-1,25,-1,-1"
"091 494 Kruunuvuorenranta,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1092,326,519,164,82,40,287"
"091 494 Kruunuvuorenranta,""Tyovoiman ulkopuolella olevat"",""Miehet"",522,153,265,87,26,19,125"
"091 494 Kruunuvuorenranta,""Tyovoiman ulkopuolella olevat"",""Naiset"",570,173,254,77,56,21,162"
"091 494 Kruunuvuorenranta,""0-14-vuotiaat"",""Yhteensa"",519,0,519,0,0,0,0"
"091 494 Kruunuvuorenranta,""0-14-vuotiaat"",""Miehet"",265,0,265,0,0,0,0"
"091 494 Kruunuvuorenranta,""0-14-vuotiaat"",""Naiset"",254,0,254,0,0,0,0"
"091 494 Kruunuvuorenranta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",167,-1,0,-1,28,-1,-1"
"091 494 Kruunuvuorenranta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 494 Kruunuvuorenranta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",84,-1,0,61,-1,-1,-1"
"091 494 Kruunuvuorenranta,""Elakelaiset ja muut"",""Yhteensa"",406,159,0,32,54,35,285"
"091 494 Kruunuvuorenranta,""Elakelaiset ja muut"",""Miehet"",174,-1,0,-1,-1,-1,-1"
"091 494 Kruunuvuorenranta,""Elakelaiset ja muut"",""Naiset"",232,-1,0,-1,-1,-1,-1"
"091 495 Hevossalmi,""Koko vaesto"",""Yhteensa"",1478,962,288,222,295,342,331"
"091 495 Hevossalmi,""Koko vaesto"",""Miehet"",723,468,158,99,141,168,157"
"091 495 Hevossalmi,""Koko vaesto"",""Naiset"",755,494,130,123,154,174,174"
"091 495 Hevossalmi,""Tyovoima"",""Yhteensa"",789,776,0,102,269,321,97"
"091 495 Hevossalmi,""Tyovoima"",""Miehet"",390,386,0,47,133,158,52"
"091 495 Hevossalmi,""Tyovoima"",""Naiset"",399,390,0,55,136,163,45"
"091 495 Hevossalmi,""Tyolliset"",""Yhteensa"",725,712,0,89,248,304,84"
"091 495 Hevossalmi,""Tyolliset"",""Miehet"",354,350,0,42,123,147,42"
"091 495 Hevossalmi,""Tyolliset"",""Naiset"",371,362,0,47,125,157,42"
"091 495 Hevossalmi,""Tyottomat"",""Yhteensa"",64,64,0,13,21,17,13"
"091 495 Hevossalmi,""Tyottomat"",""Miehet"",36,-1,0,-1,-1,-1,10"
"091 495 Hevossalmi,""Tyottomat"",""Naiset"",28,-1,0,-1,-1,-1,-1"
"091 495 Hevossalmi,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",689,186,288,120,26,21,234"
"091 495 Hevossalmi,""Tyovoiman ulkopuolella olevat"",""Miehet"",333,-1,158,52,-1,-1,105"
"091 495 Hevossalmi,""Tyovoiman ulkopuolella olevat"",""Naiset"",356,-1,130,68,-1,-1,129"
"091 495 Hevossalmi,""0-14-vuotiaat"",""Yhteensa"",288,0,288,0,0,0,0"
"091 495 Hevossalmi,""0-14-vuotiaat"",""Miehet"",158,0,158,0,0,0,0"
"091 495 Hevossalmi,""0-14-vuotiaat"",""Naiset"",130,0,130,0,0,0,0"
"091 495 Hevossalmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",111,-1,0,-1,-1,-1,0"
"091 495 Hevossalmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,0,0"
"091 495 Hevossalmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",67,-1,0,58,-1,-1,0"
"091 495 Hevossalmi,""Elakelaiset ja muut"",""Yhteensa"",290,75,0,19,18,19,234"
"091 495 Hevossalmi,""Elakelaiset ja muut"",""Miehet"",131,-1,0,-1,-1,-1,-1"
"091 495 Hevossalmi,""Elakelaiset ja muut"",""Naiset"",159,-1,0,-1,-1,-1,-1"
"091 500 Villinki,""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Elakelaiset ja muut"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Elakelaiset ja muut"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 500 Villinki,""Elakelaiset ja muut"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 510 Santahamina,""Koko vaesto"",""Yhteensa"",315,242,72,89,90,54,10"
"091 510 Santahamina,""Koko vaesto"",""Miehet"",177,-1,39,-1,51,28,-1"
"091 510 Santahamina,""Koko vaesto"",""Naiset"",138,-1,33,-1,39,26,-1"
"091 510 Santahamina,""Tyovoima"",""Yhteensa"",217,-1,0,69,88,52,-1"
"091 510 Santahamina,""Tyovoima"",""Miehet"",125,-1,0,42,51,-1,-1"
"091 510 Santahamina,""Tyovoima"",""Naiset"",92,-1,0,27,-1,-1,-1"
"091 510 Santahamina,""Tyolliset"",""Yhteensa"",211,-1,0,68,87,48,-1"
"091 510 Santahamina,""Tyolliset"",""Miehet"",123,-1,0,42,50,-1,-1"
"091 510 Santahamina,""Tyolliset"",""Naiset"",88,-1,0,26,-1,-1,-1"
"091 510 Santahamina,""Tyottomat"",""Yhteensa"",-1,-1,0,-1,-1,-1,0"
"091 510 Santahamina,""Tyottomat"",""Miehet"",-1,-1,0,0,-1,-1,0"
"091 510 Santahamina,""Tyottomat"",""Naiset"",-1,-1,0,-1,0,-1,0"
"091 510 Santahamina,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",98,-1,72,-1,-1,-1,-1"
"091 510 Santahamina,""Tyovoiman ulkopuolella olevat"",""Miehet"",52,-1,39,-1,0,-1,-1"
"091 510 Santahamina,""Tyovoiman ulkopuolella olevat"",""Naiset"",46,-1,33,-1,-1,-1,-1"
"091 510 Santahamina,""0-14-vuotiaat"",""Yhteensa"",72,0,72,0,0,0,0"
"091 510 Santahamina,""0-14-vuotiaat"",""Miehet"",39,0,39,0,0,0,0"
"091 510 Santahamina,""0-14-vuotiaat"",""Naiset"",33,0,33,0,0,0,0"
"091 510 Santahamina,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",17,-1,0,-1,-1,0,0"
"091 510 Santahamina,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,0,0,0"
"091 510 Santahamina,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",10,-1,0,-1,-1,0,0"
"091 510 Santahamina,""Elakelaiset ja muut"",""Yhteensa"",-1,-1,0,-1,-1,-1,-1"
"091 510 Santahamina,""Elakelaiset ja muut"",""Miehet"",-1,-1,0,-1,0,-1,-1"
"091 510 Santahamina,""Elakelaiset ja muut"",""Naiset"",-1,-1,0,0,-1,-1,-1"
"091 532 Itasaaret,""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 532 Itasaaret,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
