"Alue,""Paaasiallinen toiminta"",""Sukupuoli"",""Vaesto yhteensa 2021"",""15-64-vuotiaat yhteensa 2021"",""0-14-vuotiaat 2021"",""15-29-vuotiaat 2021"",""30-44-vuotiaat 2021"",""45-59-vuotiaat 2021"",""Yli 60-vuotiaat 2021"""
"091 205 Kaarelan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",7967,2537,2351,1258,747,270,3341"
"091 205 Kaarelan peruspiiri,""0-14-vuotiaat"",""Yhteensa"",4858,0,4858,0,0,0,0"
"091 205 Kaarelan peruspiiri,""0-14-vuotiaat"",""Miehet"",2507,0,2507,0,0,0,0"
"091 205 Kaarelan peruspiiri,""0-14-vuotiaat"",""Naiset"",2351,0,2351,0,0,0,0"
"091 205 Kaarelan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",2672,2663,0,2062,515,82,13"
"091 205 Kaarelan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",1352,-1,0,1087,221,38,-1"
"091 205 Kaarelan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",1320,-1,0,-1,294,44,-1"
"091 205 Kaarelan peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",7339,2299,0,539,817,495,5488"
"091 205 Kaarelan peruspiiri,""Elakelaiset ja muut"",""Miehet"",3043,-1,0,-1,364,269,-1"
"091 205 Kaarelan peruspiiri,""Elakelaiset ja muut"",""Naiset"",4296,-1,0,-1,453,226,-1"
"091 331 Kannelmaki,""Koko vaesto"",""Yhteensa"",12744,8372,1739,2430,3153,2089,3333"
"091 331 Kannelmaki,""Koko vaesto"",""Miehet"",6135,4267,910,1244,1692,1038,1251"
"091 331 Kannelmaki,""Koko vaesto"",""Naiset"",6609,4105,829,1186,1461,1051,2082"
"091 331 Kannelmaki,""Tyovoima"",""Yhteensa"",6310,6236,0,1412,2517,1799,582"
"091 331 Kannelmaki,""Tyovoima"",""Miehet"",3225,3187,0,704,1387,881,-1"
"091 331 Kannelmaki,""Tyovoima"",""Naiset"",3085,3049,0,708,1130,918,-1"
"091 331 Kannelmaki,""Tyolliset"",""Yhteensa"",5324,5250,0,1231,2138,1481,474"
"091 331 Kannelmaki,""Tyolliset"",""Miehet"",2666,2628,0,606,1175,689,-1"
"091 331 Kannelmaki,""Tyolliset"",""Naiset"",2658,2622,0,625,963,792,-1"
"091 331 Kannelmaki,""Tyottomat"",""Yhteensa"",986,986,0,181,379,318,108"
"091 331 Kannelmaki,""Tyottomat"",""Miehet"",559,559,0,98,212,192,57"
"091 331 Kannelmaki,""Tyottomat"",""Naiset"",427,427,0,83,167,126,51"
"091 331 Kannelmaki,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",6434,2136,1739,1018,636,290,2751"
"091 331 Kannelmaki,""Tyovoiman ulkopuolella olevat"",""Miehet"",2910,1080,910,540,305,157,998"
"091 331 Kannelmaki,""Tyovoiman ulkopuolella olevat"",""Naiset"",3524,1056,829,478,331,133,1753"
"091 331 Kannelmaki,""0-14-vuotiaat"",""Yhteensa"",1739,0,1739,0,0,0,0"
"091 331 Kannelmaki,""0-14-vuotiaat"",""Miehet"",910,0,910,0,0,0,0"
"091 331 Kannelmaki,""0-14-vuotiaat"",""Naiset"",829,0,829,0,0,0,0"
"091 331 Kannelmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",1040,1035,0,769,219,45,-1"
"091 331 Kannelmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",548,-1,0,-1,107,-1,-1"
"091 331 Kannelmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",492,-1,0,-1,112,-1,-1"
"091 331 Kannelmaki,""Elakelaiset ja muut"",""Yhteensa"",3655,1101,0,249,417,245,2744"
"091 331 Kannelmaki,""Elakelaiset ja muut"",""Miehet"",1452,-1,0,-1,198,137,-1"
"091 331 Kannelmaki,""Elakelaiset ja muut"",""Naiset"",2203,565,0,125,219,108,-1"
"091 332 Maununneva,""Koko vaesto"",""Yhteensa"",2569,1570,505,325,489,601,649"
"091 332 Maununneva,""Koko vaesto"",""Miehet"",1269,783,245,175,238,297,314"
"091 332 Maununneva,""Koko vaesto"",""Naiset"",1300,787,260,150,251,304,335"
"091 332 Maununneva,""Tyovoima"",""Yhteensa"",1257,1232,0,126,433,563,135"
"091 332 Maununneva,""Tyovoima"",""Miehet"",623,606,0,58,222,274,-1"
"091 332 Maununneva,""Tyovoima"",""Naiset"",634,626,0,68,211,289,66"
"091 332 Maununneva,""Tyolliset"",""Yhteensa"",1204,1179,0,122,419,542,121"
"091 332 Maununneva,""Tyolliset"",""Miehet"",602,585,0,56,216,268,-1"
"091 332 Maununneva,""Tyolliset"",""Naiset"",602,594,0,66,203,274,59"
"091 332 Maununneva,""Tyottomat"",""Yhteensa"",53,53,0,-1,14,21,14"
"091 332 Maununneva,""Tyottomat"",""Miehet"",21,-1,0,-1,-1,-1,-1"
"091 332 Maununneva,""Tyottomat"",""Naiset"",32,-1,0,-1,-1,-1,-1"
"091 332 Maununneva,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1312,338,505,199,56,38,514"
"091 332 Maununneva,""Tyovoiman ulkopuolella olevat"",""Miehet"",646,177,245,117,16,23,245"
"091 332 Maununneva,""Tyovoiman ulkopuolella olevat"",""Naiset"",666,161,260,82,40,15,269"
"091 332 Maununneva,""0-14-vuotiaat"",""Yhteensa"",505,0,505,0,0,0,0"
"091 332 Maununneva,""0-14-vuotiaat"",""Miehet"",245,0,245,0,0,0,0"
"091 332 Maununneva,""0-14-vuotiaat"",""Naiset"",260,0,260,0,0,0,0"
"091 332 Maununneva,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",209,-1,0,-1,23,-1,-1"
"091 332 Maununneva,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 332 Maununneva,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",91,-1,0,-1,-1,-1,0"
"091 332 Maununneva,""Elakelaiset ja muut"",""Yhteensa"",598,130,0,22,33,30,513"
"091 332 Maununneva,""Elakelaiset ja muut"",""Miehet"",283,-1,0,-1,-1,-1,-1"
"091 332 Maununneva,""Elakelaiset ja muut"",""Naiset"",315,-1,0,-1,-1,-1,-1"
"091 333 Malminkartano,""Koko vaesto"",""Yhteensa"",8740,6101,1369,1908,2201,1491,1771"
"091 333 Malminkartano,""Koko vaesto"",""Miehet"",4301,3093,721,971,1153,745,711"
"091 333 Malminkartano,""Koko vaesto"",""Naiset"",4439,3008,648,937,1048,746,1060"
"091 333 Malminkartano,""Tyovoima"",""Yhteensa"",4528,4464,0,1004,1769,1320,435"
"091 333 Malminkartano,""Tyovoima"",""Miehet"",2298,2263,0,498,953,649,198"
"091 333 Malminkartano,""Tyovoima"",""Naiset"",2230,2201,0,506,816,671,237"
"091 333 Malminkartano,""Tyolliset"",""Yhteensa"",3883,3819,0,896,1522,1108,357"
"091 333 Malminkartano,""Tyolliset"",""Miehet"",1959,1924,0,437,827,537,158"
"091 333 Malminkartano,""Tyolliset"",""Naiset"",1924,1895,0,459,695,571,199"
"091 333 Malminkartano,""Tyottomat"",""Yhteensa"",645,645,0,108,247,212,78"
"091 333 Malminkartano,""Tyottomat"",""Miehet"",339,-1,0,-1,126,112,40"
"091 333 Malminkartano,""Tyottomat"",""Naiset"",306,-1,0,-1,121,100,38"
"091 333 Malminkartano,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",4212,1637,1369,904,432,171,1336"
"091 333 Malminkartano,""Tyovoiman ulkopuolella olevat"",""Miehet"",2003,830,721,473,200,96,513"
"091 333 Malminkartano,""Tyovoiman ulkopuolella olevat"",""Naiset"",2209,807,648,431,232,75,823"
"091 333 Malminkartano,""0-14-vuotiaat"",""Yhteensa"",1369,0,1369,0,0,0,0"
"091 333 Malminkartano,""0-14-vuotiaat"",""Miehet"",721,0,721,0,0,0,0"
"091 333 Malminkartano,""0-14-vuotiaat"",""Naiset"",648,0,648,0,0,0,0"
"091 333 Malminkartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",907,-1,0,-1,176,16,-1"
"091 333 Malminkartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,71,-1,0"
"091 333 Malminkartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",437,-1,0,323,105,-1,-1"
"091 333 Malminkartano,""Elakelaiset ja muut"",""Yhteensa"",1936,730,0,190,256,155,1335"
"091 333 Malminkartano,""Elakelaiset ja muut"",""Miehet"",812,-1,0,-1,129,88,-1"
"091 333 Malminkartano,""Elakelaiset ja muut"",""Naiset"",1124,-1,0,-1,127,67,-1"
"091 334 Hakuninmaa,""Koko vaesto"",""Yhteensa"",2688,1675,478,388,548,563,711"
"091 334 Hakuninmaa,""Koko vaesto"",""Miehet"",1322,808,252,186,276,278,330"
"091 334 Hakuninmaa,""Koko vaesto"",""Naiset"",1366,867,226,202,272,285,381"
"091 334 Hakuninmaa,""Tyovoima"",""Yhteensa"",1326,1301,0,165,475,531,155"
"091 334 Hakuninmaa,""Tyovoima"",""Miehet"",658,642,0,81,245,264,-1"
"091 334 Hakuninmaa,""Tyovoima"",""Naiset"",668,659,0,84,230,267,-1"
"091 334 Hakuninmaa,""Tyolliset"",""Yhteensa"",1241,1216,0,152,446,511,132"
"091 334 Hakuninmaa,""Tyolliset"",""Miehet"",604,588,0,72,225,252,-1"
"091 334 Hakuninmaa,""Tyolliset"",""Naiset"",637,628,0,80,221,259,-1"
"091 334 Hakuninmaa,""Tyottomat"",""Yhteensa"",85,85,0,13,29,20,23"
"091 334 Hakuninmaa,""Tyottomat"",""Miehet"",54,-1,0,-1,-1,-1,13"
"091 334 Hakuninmaa,""Tyottomat"",""Naiset"",31,-1,0,-1,-1,-1,10"
"091 334 Hakuninmaa,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1362,374,478,223,73,32,556"
"091 334 Hakuninmaa,""Tyovoiman ulkopuolella olevat"",""Miehet"",664,-1,252,105,31,-1,262"
"091 334 Hakuninmaa,""Tyovoiman ulkopuolella olevat"",""Naiset"",698,-1,226,118,42,-1,294"
"091 334 Hakuninmaa,""0-14-vuotiaat"",""Yhteensa"",478,0,478,0,0,0,0"
"091 334 Hakuninmaa,""0-14-vuotiaat"",""Miehet"",252,0,252,0,0,0,0"
"091 334 Hakuninmaa,""0-14-vuotiaat"",""Naiset"",226,0,226,0,0,0,0"
"091 334 Hakuninmaa,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",232,-1,0,-1,32,-1,-1"
"091 334 Hakuninmaa,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 334 Hakuninmaa,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",125,-1,0,102,-1,-1,-1"
"091 334 Hakuninmaa,""Elakelaiset ja muut"",""Yhteensa"",652,145,0,29,41,29,553"
"091 334 Hakuninmaa,""Elakelaiset ja muut"",""Miehet"",305,-1,0,-1,-1,-1,-1"
"091 334 Hakuninmaa,""Elakelaiset ja muut"",""Naiset"",347,-1,0,-1,-1,-1,-1"
"091 335 Kuninkaantammi,""Koko vaesto"",""Yhteensa"",3157,2254,615,657,967,481,437"
"091 335 Kuninkaantammi,""Koko vaesto"",""Miehet"",1408,974,312,284,438,199,175"
"091 335 Kuninkaantammi,""Koko vaesto"",""Naiset"",1749,1280,303,373,529,282,262"
"091 335 Kuninkaantammi,""Tyovoima"",""Yhteensa"",1844,1832,0,430,848,440,126"
"091 335 Kuninkaantammi,""Tyovoima"",""Miehet"",829,824,0,189,411,184,45"
"091 335 Kuninkaantammi,""Tyovoima"",""Naiset"",1015,1008,0,241,437,256,-1"
"091 335 Kuninkaantammi,""Tyolliset"",""Yhteensa"",1682,1670,0,396,775,401,110"
"091 335 Kuninkaantammi,""Tyolliset"",""Miehet"",754,749,0,173,377,166,38"
"091 335 Kuninkaantammi,""Tyolliset"",""Naiset"",928,921,0,223,398,235,-1"
"091 335 Kuninkaantammi,""Tyottomat"",""Yhteensa"",162,162,0,34,73,39,16"
"091 335 Kuninkaantammi,""Tyottomat"",""Miehet"",75,-1,0,-1,34,18,-1"
"091 335 Kuninkaantammi,""Tyottomat"",""Naiset"",87,87,0,18,39,21,-1"
"091 335 Kuninkaantammi,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1313,422,615,227,119,41,311"
"091 335 Kuninkaantammi,""Tyovoiman ulkopuolella olevat"",""Miehet"",579,150,312,95,27,15,130"
"091 335 Kuninkaantammi,""Tyovoiman ulkopuolella olevat"",""Naiset"",734,272,303,132,92,26,181"
"091 335 Kuninkaantammi,""0-14-vuotiaat"",""Yhteensa"",615,0,615,0,0,0,0"
"091 335 Kuninkaantammi,""0-14-vuotiaat"",""Miehet"",312,0,312,0,0,0,0"
"091 335 Kuninkaantammi,""0-14-vuotiaat"",""Naiset"",303,0,303,0,0,0,0"
"091 335 Kuninkaantammi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",251,-1,0,-1,60,-1,-1"
"091 335 Kuninkaantammi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 335 Kuninkaantammi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",154,-1,0,107,-1,-1,-1"
"091 335 Kuninkaantammi,""Elakelaiset ja muut"",""Yhteensa"",447,171,0,45,59,33,310"
"091 335 Kuninkaantammi,""Elakelaiset ja muut"",""Miehet"",170,-1,0,-1,-1,-1,-1"
"091 335 Kuninkaantammi,""Elakelaiset ja muut"",""Naiset"",277,-1,0,-1,-1,-1,-1"
"091 336 Honkasuo,""Koko vaesto"",""Yhteensa"",656,474,152,106,270,81,47"
"091 336 Honkasuo,""Koko vaesto"",""Miehet"",289,211,67,47,128,31,-1"
"091 336 Honkasuo,""Koko vaesto"",""Naiset"",367,263,85,59,142,50,-1"
"091 336 Honkasuo,""Tyovoima"",""Yhteensa"",420,419,0,76,254,76,14"
"091 336 Honkasuo,""Tyovoima"",""Miehet"",189,-1,0,-1,122,-1,-1"
"091 336 Honkasuo,""Tyovoima"",""Naiset"",231,-1,0,-1,132,47,-1"
"091 336 Honkasuo,""Tyolliset"",""Yhteensa"",386,385,0,65,239,69,13"
"091 336 Honkasuo,""Tyolliset"",""Miehet"",178,-1,0,-1,120,-1,-1"
"091 336 Honkasuo,""Tyolliset"",""Naiset"",208,-1,0,-1,119,43,-1"
"091 336 Honkasuo,""Tyottomat"",""Yhteensa"",34,34,0,11,15,-1,-1"
"091 336 Honkasuo,""Tyottomat"",""Miehet"",11,-1,0,-1,-1,-1,-1"
"091 336 Honkasuo,""Tyottomat"",""Naiset"",23,-1,0,-1,-1,-1,0"
"091 336 Honkasuo,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",236,55,152,30,16,-1,-1"
"091 336 Honkasuo,""Tyovoiman ulkopuolella olevat"",""Miehet"",100,-1,67,-1,-1,-1,-1"
"091 336 Honkasuo,""Tyovoiman ulkopuolella olevat"",""Naiset"",136,-1,85,-1,-1,-1,-1"
"091 336 Honkasuo,""0-14-vuotiaat"",""Yhteensa"",152,0,152,0,0,0,0"
"091 336 Honkasuo,""0-14-vuotiaat"",""Miehet"",67,0,67,0,0,0,0"
"091 336 Honkasuo,""0-14-vuotiaat"",""Naiset"",85,0,85,0,0,0,0"
"091 336 Honkasuo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",33,33,0,26,-1,-1,0"
"091 336 Honkasuo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",12,-1,0,-1,-1,-1,0"
"091 336 Honkasuo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",21,-1,0,-1,-1,-1,0"
"091 336 Honkasuo,""Elakelaiset ja muut"",""Yhteensa"",51,22,0,-1,11,-1,-1"
"091 336 Honkasuo,""Elakelaiset ja muut"",""Miehet"",21,-1,0,-1,-1,-1,-1"
"091 336 Honkasuo,""Elakelaiset ja muut"",""Naiset"",30,-1,0,0,-1,-1,-1"
"091 301 Kallion peruspiiri,""Koko vaesto"",""Yhteensa"",33618,26624,2471,9490,10787,4973,5897"
"091 301 Kallion peruspiiri,""Koko vaesto"",""Miehet"",16199,13118,1269,3971,5737,2732,2490"
"091 301 Kallion peruspiiri,""Koko vaesto"",""Naiset"",17419,13506,1202,5519,5050,2241,3407"
"091 301 Kallion peruspiiri,""Tyovoima"",""Yhteensa"",22108,21908,0,6949,9595,4338,1226"
"091 301 Kallion peruspiiri,""Tyovoima"",""Miehet"",10898,10793,0,2818,5134,2348,598"
"091 301 Kallion peruspiiri,""Tyovoima"",""Naiset"",11210,11115,0,4131,4461,1990,628"
"091 301 Kallion peruspiiri,""Tyolliset"",""Yhteensa"",20024,19824,0,6479,8751,3770,1024"
"091 301 Kallion peruspiiri,""Tyolliset"",""Miehet"",9701,9596,0,2588,4633,1988,492"
"091 301 Kallion peruspiiri,""Tyolliset"",""Naiset"",10323,10228,0,3891,4118,1782,532"
"091 301 Kallion peruspiiri,""Tyottomat"",""Yhteensa"",2084,2084,0,470,844,568,202"
"091 301 Kallion peruspiiri,""Tyottomat"",""Miehet"",1197,1197,0,230,501,360,106"
"091 301 Kallion peruspiiri,""Tyottomat"",""Naiset"",887,887,0,240,343,208,96"
"091 301 Kallion peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",11510,4716,2471,2541,1192,635,4671"
"091 301 Kallion peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",5301,2325,1269,1153,603,384,1892"
"091 301 Kallion peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",6209,2391,1202,1388,589,251,2779"
"091 301 Kallion peruspiiri,""0-14-vuotiaat"",""Yhteensa"",2471,0,2471,0,0,0,0"
"091 301 Kallion peruspiiri,""0-14-vuotiaat"",""Miehet"",1269,0,1269,0,0,0,0"
"091 301 Kallion peruspiiri,""0-14-vuotiaat"",""Naiset"",1202,0,1202,0,0,0,0"
"091 301 Kallion peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",2743,2728,0,2159,484,76,24"
"091 301 Kallion peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",1221,-1,0,-1,214,37,-1"
"091 301 Kallion peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",1522,-1,0,-1,270,39,-1"
"091 301 Kallion peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",6296,1988,0,382,708,559,4647"
"091 301 Kallion peruspiiri,""Elakelaiset ja muut"",""Miehet"",2811,-1,0,-1,389,347,-1"
"091 301 Kallion peruspiiri,""Elakelaiset ja muut"",""Naiset"",3485,-1,0,-1,319,212,-1"
"091 100 Sornainen (Ent-1),""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Elakelaiset ja muut"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Elakelaiset ja muut"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 100 Sornainen (Ent-1),""Elakelaiset ja muut"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 101 Vilhonvuori,""Koko vaesto"",""Yhteensa"",6996,5393,393,1867,2190,1038,1508"
"091 101 Vilhonvuori,""Koko vaesto"",""Miehet"",3467,2804,193,840,1220,597,617"
"091 101 Vilhonvuori,""Koko vaesto"",""Naiset"",3529,2589,200,1027,970,441,891"
"091 101 Vilhonvuori,""Tyovoima"",""Yhteensa"",4487,4435,0,1349,1936,933,269"
"091 101 Vilhonvuori,""Tyovoima"",""Miehet"",2361,2338,0,609,1083,539,-1"
"091 101 Vilhonvuori,""Tyovoima"",""Naiset"",2126,2097,0,740,853,394,-1"
"091 101 Vilhonvuori,""Tyolliset"",""Yhteensa"",4028,3976,0,1233,1773,803,219"
"091 101 Vilhonvuori,""Tyolliset"",""Miehet"",2105,2082,0,558,986,462,-1"
"091 101 Vilhonvuori,""Tyolliset"",""Naiset"",1923,1894,0,675,787,341,-1"
"091 101 Vilhonvuori,""Tyottomat"",""Yhteensa"",459,459,0,116,163,130,50"
"091 101 Vilhonvuori,""Tyottomat"",""Miehet"",256,-1,0,-1,97,77,31"
"091 101 Vilhonvuori,""Tyottomat"",""Naiset"",203,-1,0,-1,66,53,19"
"091 101 Vilhonvuori,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",2509,958,393,518,254,105,1239"
"091 101 Vilhonvuori,""Tyovoiman ulkopuolella olevat"",""Miehet"",1106,466,193,231,137,58,487"
"091 101 Vilhonvuori,""Tyovoiman ulkopuolella olevat"",""Naiset"",1403,492,200,287,117,47,752"
"091 101 Vilhonvuori,""0-14-vuotiaat"",""Yhteensa"",393,0,393,0,0,0,0"
"091 101 Vilhonvuori,""0-14-vuotiaat"",""Miehet"",193,0,193,0,0,0,0"
"091 101 Vilhonvuori,""0-14-vuotiaat"",""Naiset"",200,0,200,0,0,0,0"
"091 101 Vilhonvuori,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",579,-1,0,-1,112,15,-1"
"091 101 Vilhonvuori,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,52,-1,0"
"091 101 Vilhonvuori,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,0,-1,60,-1,-1"
"091 101 Vilhonvuori,""Elakelaiset ja muut"",""Yhteensa"",1537,383,0,72,142,90,1233"
"091 101 Vilhonvuori,""Elakelaiset ja muut"",""Miehet"",655,-1,0,-1,-1,-1,487"
"091 101 Vilhonvuori,""Elakelaiset ja muut"",""Naiset"",882,-1,0,-1,-1,-1,-1"
"091 102 Kalasatama,""Koko vaesto"",""Yhteensa"",5671,4330,717,1495,1685,888,886"
"091 102 Kalasatama,""Koko vaesto"",""Miehet"",2760,2140,385,670,894,447,364"
"091 102 Kalasatama,""Koko vaesto"",""Naiset"",2911,2190,332,825,791,441,522"
"091 102 Kalasatama,""Tyovoima"",""Yhteensa"",3653,3623,0,1059,1533,816,245"
"091 102 Kalasatama,""Tyovoima"",""Miehet"",1854,1839,0,479,839,411,-1"
"091 102 Kalasatama,""Tyovoima"",""Naiset"",1799,1784,0,580,694,405,-1"
"091 102 Kalasatama,""Tyolliset"",""Yhteensa"",3460,3430,0,1017,1466,772,205"
"091 102 Kalasatama,""Tyolliset"",""Miehet"",1756,1741,0,456,808,389,-1"
"091 102 Kalasatama,""Tyolliset"",""Naiset"",1704,1689,0,561,658,383,-1"
"091 102 Kalasatama,""Tyottomat"",""Yhteensa"",193,193,0,42,67,44,40"
"091 102 Kalasatama,""Tyottomat"",""Miehet"",98,98,0,23,31,22,22"
"091 102 Kalasatama,""Tyottomat"",""Naiset"",95,-1,0,-1,36,22,18"
"091 102 Kalasatama,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",2018,707,717,436,152,72,641"
"091 102 Kalasatama,""Tyovoiman ulkopuolella olevat"",""Miehet"",906,301,385,191,55,36,239"
"091 102 Kalasatama,""Tyovoiman ulkopuolella olevat"",""Naiset"",1112,406,332,245,97,36,402"
"091 102 Kalasatama,""0-14-vuotiaat"",""Yhteensa"",717,0,717,0,0,0,0"
"091 102 Kalasatama,""0-14-vuotiaat"",""Miehet"",385,0,385,0,0,0,0"
"091 102 Kalasatama,""0-14-vuotiaat"",""Naiset"",332,0,332,0,0,0,0"
"091 102 Kalasatama,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",452,-1,0,-1,61,-1,-1"
"091 102 Kalasatama,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,19,-1,0"
"091 102 Kalasatama,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,0,-1,42,-1,-1"
"091 102 Kalasatama,""Elakelaiset ja muut"",""Yhteensa"",849,256,0,54,91,66,638"
"091 102 Kalasatama,""Elakelaiset ja muut"",""Miehet"",330,-1,0,-1,-1,-1,-1"
"091 102 Kalasatama,""Elakelaiset ja muut"",""Naiset"",519,-1,0,-1,-1,-1,-1"
"091 103 Sompasaari,""Koko vaesto"",""Yhteensa"",2552,1927,480,688,821,341,222"
"091 103 Sompasaari,""Koko vaesto"",""Miehet"",1220,923,245,317,405,162,91"
"091 103 Sompasaari,""Koko vaesto"",""Naiset"",1332,1004,235,371,416,179,131"
"091 103 Sompasaari,""Tyovoima"",""Yhteensa"",1608,1599,0,484,733,319,72"
"091 103 Sompasaari,""Tyovoima"",""Miehet"",789,784,0,224,375,154,-1"
"091 103 Sompasaari,""Tyovoima"",""Naiset"",819,815,0,260,358,165,-1"
"091 103 Sompasaari,""Tyolliset"",""Yhteensa"",1504,1495,0,446,692,298,68"
"091 103 Sompasaari,""Tyolliset"",""Miehet"",735,730,0,201,356,143,-1"
